21,21,21,21,21,17,17,17,17,17,17,17,17,13,13,13,13,13,13,13,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,15,15,15,15,15,15,15,15,15,18,18,18,18,18,18,18,18,18,18,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,14,14,14,14,14,14,14,5,5,5,5,5,5,5,5,5,5,20,20,20,20,20,20,20,19,19,19,19,19,19,19,19,19,11,11,11,11,11,11,11,11,11,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,10,10,10,10,10,10,10,10,10,7,7,7,7,7,7,7,7,7,16,16,16,16,16,16,16,16,16,8,8,8,8,8,8,8,8,8,12,12,12,12,12,12,12,12,12
1.9299336,-0.9835806,3.0000006,-2.0833696,0.9500016,-1.0920256,0.5724456,-2.4860146,0.8100926
1.4530456,0.9935056,0.8570586,-0.4256946,-0.2215226,2.5878586,-3.0000006,-0.8473636,0.5879216
1.4073206,0.0144306,-1.3345406,-0.3172306,-1.5177066,-3.0000006,-0.9939816,-3.0000006,-0.6960766
0.8693906,0.1733546,0.7383876,1.6687896,-1.0343036,-2.5011726,-3.0000006,-1.6124636,0.1133946
0.8136536,0.4045846,1.3028326,0.3468196,1.1293886,-0.1341166,-0.5784166,-0.5787216,0.5934526
0.7347436,0.3781736,-0.0814886,0.3965806,0.1928366,-0.8088376,-0.3502426,-0.1664086,0.6712466
0.6574496,-1.5665726,-0.2728856,1.6374376,0.6980266,-1.2356616,0.0349046,-1.2256896,-1.0053566
0.5279686,-0.5204496,-0.5901716,-3.0000006,-0.5978846,2.4725916,-2.0427336,1.7803166,2.3079526
0.3840046,-0.3273216,0.3543056,-1.1101876,-0.7177506,-0.6559006,0.6099096,-0.2184106,0.5396406
0.3601646,-0.3258456,-0.7941456,-0.7415886,-0.8776306,0.0508776,0.1694186,0.6562896,0.5439486
0.3245886,-0.0134776,-0.1501606,-0.4371336,0.7841916,-1.1383646,-0.3409816,0.1981386,0.8701826
0.0927576,0.2142676,-0.3729336,1.0753656,-0.1149006,-0.5732176,-1.3475146,-0.2505126,-0.0909726
-0.1270106,0.1890796,-0.3009136,0.2828616,0.4468936,-0.4555356,-0.5638436,-0.1152666,0.2297146
-0.1549736,-2.1563256,-3.0000006,-3.0000006,-2.8732896,-2.2515116,2.2160766,1.3651416,-3.0000006
-0.6997426,0.7962446,0.2486346,0.3187226,0.1193496,-0.4123016,-1.0452316,-1.4994816,-0.4355566
-1.1451766,-1.0876396,-0.2989446,0.9363126,-0.8120696,1.5612246,0.1553776,-1.8735236,-0.6038256
-1.4198716,0.3274596,-0.3142016,2.8084786,-3.0000006,1.4331286,-1.9864916,0.1881596,-0.6687086
-1.5642916,0.7120626,0.3614446,-0.9281816,0.7363666,0.7983076,-0.8098456,1.8863916,1.5723616
-2.8480676,0.3230486,1.3043156,-1.3765566,2.4153166,0.6405936,1.1829036,-0.4057716,0.6428486
-2.9507926,-0.1064806,-1.7507436,-1.6759906,-2.7310856,-3.0000006,-3.0000006,-2.9982096,2.5661346
-3.0000006,-3.0000006,1.9572696,-3.0000006,-0.4221526,-3.0000006,-0.9804786,0.7922866,1.3100006
